qseqid	nhits	minBitscore	maxBitscore	frequentWords
B9J08_002363	500	1237	2088	dehydrogenase; oxoglutarate; component; mitochondrial; succinyltransferring; precursor; complex; alphaketoglutarate; penicillium; subunit
B9J08_002364	500	77.4	374	pam; motor; mitochondrial; subunit; presequence; translocatedassociated; import; translocaseassociated; penicillium; pamp
B9J08_002365	622	57.4	2440	snf; chromatin; complex; atpdependent; remodeling; helicase; factor; sthp; sthsnf; subunit
B9J08_002366	500	271	674	peroxidase; cytochrome; chain; mitochondrial; heme; ccpp; ccp; structure; penicillium; precursor
B9J08_002367	500	217	387	ribosomal; subunit; large; lachancea; colletotrichum; pseudogymnoascus; penicillium; hanseniaspora; rplbp; fusarium
B9J08_002368	500	133	312	dehydratase; chorismate; prephenate; mutase; bacterium; mutaseprephenate; pprotein; candidatus; penicillium; phap
B9J08_002369	500	143	296	ringbox; ligase; rbx; ubiquitinprotein; ubiquitin; subunit; scf; ringubox; alike; partial
B9J08_002370	502	40.4	358	mediator; subunit; polymerase; rna; transcription; complex; med; alike; penicillium; partial
B9J08_002371	500	555	1466	complex; subunit; beta; adaptor; penicillium; betaadaptin; aplp; fusarium; pseudogymnoascus; colletotrichum
B9J08_002372	48	35	59.3	exophiala; partial; cladophialophora; penicillium; fonsecaea; farinosa; millerozyma; piso; conserved; carrionii
B9J08_002373	500	60.8	368	ran; guanine; nucleotide; release; factor; mog; isoform; raninteracting; mogppsbplike; mogp
B9J08_002374	500	190	750	alphamannosyltransferase; initiationspecific; glycosyltransferase; mannosyltransferase; family; alpha; penicillium; subunit; fusarium; hocp
B9J08_002375	500	499	916	saccharopine; dehydrogenase; nadp; lglutamateforming; reductase; lysp; penicillium; partial; pseudogymnoascus; colletotrichum
B9J08_002376	500	76.6	972	dml; tubulin; inheritance; mtdna; nucleotidebinding; domainlike; dmlp; fusarium; misato; penicillium
B9J08_002377	500	189	1073	lipase; secretory; precursor; metarhizium; family; arsef; secreted; partial; cordyceps; lipdomaincontaining
B9J08_002378	15	31.2	50.8	capsulata; kuraishia; product; unnamed; echinococcus; multilocularis; minded; single; blakesleeanus; phybldraft
B9J08_002379	504	79.7	653	dnaj; dnajdomaincontaining; chaperone; dnajrelated; scj; domaincontaining; domain; penicillium; pseudogymnoascus; fusarium
B9J08_002380	501	40.8	922	pbn; pigxdomaincontaining; penicillium; fusarium; pbnp; pseudogymnoascus; partial; colletotrichum; pigxpbn; yjm
B9J08_002381	500	184	423	synthase; methylenefattyacylphospholipid; phospholipid; methyltransferase; nmethyltransferase; phosphatidylnmethylethanolamine; penicillium; phosphatidylethanolamine; pseudogymnoascus; fusarium
B9J08_002382	500	104	664	degradation; glucoseinduced; vid; vesiclemediated; homolog; vacuolar; import; transport; partial; transporter
B9J08_002383	136	38.1	528	yjm; lachancea; hyjmo; yorw; var; complex; subunit; tfiih; zygosaccharomyces; yorwlike
B9J08_002384	32	37.7	358	debaryomyces; bicuspidata; guilliermondii; meyerozyma; pgug; farinosa; millerozyma; piso; komagataella; clavispora
B9J08_002385	500	75.9	525	mismatchspecific; glycosylase; dnaglycosylase; dna; paenibacillus; bacillus; uracildna; uracil; partial; thyminedna
B9J08_002386	500	79.7	689	nuclear; envelope; brr; membrane; export; nucleus; penicillium; cryptococcus; var; partial
B9J08_002387	149	41.2	1438	guilliermondii; meyerozyma; pgug; cyberlindnera; cicc; intermedia; bicuspidata; factor; lys; transcription
B9J08_002388	897	40.4	808	resistance; multidrug; abc; step; transporter; yjm; pump; atpbinding; cassette; like
B9J08_002389	1199	41.6	1333	member; atpbinding; cassette; subfamily; resistance; multidrug; transporter; abc; containing; hydrolase
B9J08_002390	500	1181	2062	ubiquitinactivating; enzyme; ubap; yjm; penicillium; rna; transport; pseudogymnoascus; polya; fusarium
B9J08_002391	702	40.8	1449	disulfideisomerase; thioredoxin; domaincontaining; disulfide; isomerase; thioredoxindomaincontaining; domain; epsp; thioredoxinlike; penicillium
B9J08_002392	500	340	904	isomerase; mannosephosphate; phosphomannose; class; type; penicillium; pseudogymnoascus; fusarium; colletotrichum; pmip
B9J08_002393	500	47.4	275	polyadenylatebinding; isoform; like; embryonic; partial; rnabinding; domaincontaining; blike; subsp; pseudogymnoascus
B9J08_002394	502	39.3	402	nucleolar; nop; biogenesis; ribosome; ribosomal; subunit; penicillium; nopp; component; preribosome
B9J08_002395	500	272	556	cluster; fes; factor; cytosolic; assembly; nubp; cfd; isoform; partial; assembling
B9J08_002396	500	43.5	305	bet; snare; transport; complex; subunit; blocked; early; partial; ergolgi; penicillium
B9J08_002397	90	41.2	974	cicc; intermedia; bicuspidata; conserved; debaryomyces; partial; guilliermondii; meyerozyma; pgug; clavispora
B9J08_002398	824	40	752	vhs; domaincontaining; domain; lsb; penicillium; pseudogymnoascus; fusarium; lsbp; colletotrichum; partial
B9J08_002399	503	42	947	factor; release; chain; gtpbinding; peptide; subunit; eukaryotic; fusarium; erf; translation
B9J08_002400	571	39.3	627	inositol; polyphosphate; multikinase; arginine; metabolism; regulation; iii; penicillium; saicar; synthaselike
B9J08_002401	500	119	503	tsnare; syntaxin; syntaxinlike; fusarium; snare; sso; psy; oxysporum; pseudogymnoascus; ssop
B9J08_002402	501	287	951	permease; purinecytosine; fcyp; yjm; fcy; penicillium; ncs; fcyb; transporter; nucleoside
B9J08_002403	720	41.6	1630	spindle; body; pole; component; microtubule; associated; alp; arm; repeatcontaining; penicillium
B9J08_002404	500	275	475	electron; transfer; flavoprotein; beta; subunit; sphingobium; sphingomonas; betasubunit; flavo; novosphingobium
B9J08_002405	500	153	585	kinase; dglycerate; nucleoside; containing; hydrolase; ploop; triphosphate; uridinecytidine; penicillium; pseudogymnoascus
B9J08_002406	501	228	452	proteasome; subunit; beta; component; pre; type; proteasomedomaincontaining; precursor; penicillium; colletotrichum
B9J08_002407	4	38.5	416	camelus; nonreceptor; phosphatase; substrate; type; tyrosineprotein; dromedarius; daphnia; dappudraft; pulex
B9J08_002408	504	271	820	dehydrogenase; nadph; oyep; oxidase; oxidoreductasenadh; nadhflavin; oxidoreductase; enzyme; yellow; yjm
B9J08_002409	500	170	490	peptidylprolyl; isomerase; cistrans; precursor; cyclophilin; partial; penicillium; fusarium; colletotrichum; drosophila
B9J08_002410	501	37	239	branch; premrna; site; factor; splicing; subunit; domaincontaining; rnabinding; plike; partial
B9J08_002411	500	102	904	subunit; alpha; oligosaccharyltransferase; ribophorin; dolichyldiphosphooligosaccharideprotein; glycosyltransferase; oligosaccharyl; transferase; complex; fusarium
B9J08_002412	500	108	1053	peptide; signal; histocompatibility; minor; antigen; peptidase; isoform; peptidaselike; hyjmk; yjm
B9J08_002413	504	267	842	dehydrogenase; nadph; oyep; enzyme; yellow; oxidase; oye; oxidoreductasenadh; yjm; oxidoreductase
B9J08_002414	628	60.1	1580	dynamin; gtpase; dnm; dynaminrelated; central; penicillium; region; pseudogymnoascus; dynaminlike; colletotrichum
B9J08_002415	11	37.7	317	bicuspidata; cicc; intermedia; debaryomyces; guilliermondii; meyerozyma; pgug; metbidraft; metschnikowia; var
B9J08_002416	56	30.8	53.1	trichinella; partial; trichuris; repeat; tetratricopeptide; zimbabwensis; suis; gossypium; raimondii; trichiura
B9J08_002417	263	41.2	1404	penicillium; pseudogymnoascus; conserved; vkm; trichophyton; exophiala; talaromyces; coccidioides; cladophialophora; fonsecaea
B9J08_002418	41	30.4	38.1	nematostella; vectensis; trichinella; partial; faveolata; loc; orbicella; myosinxv; spiralis; unconventional
B9J08_002419	503	46.2	664	oxidoreductase; oxygenase; family; ogfeii; clavaminate; synthaselike; fusarium; penicillium; oxoglutarateirondependent; superfamily
B9J08_002420	522	80.1	3617	synthase; acid; fatty; subunit; alpha; fasp; yjm; reductase; fusarium; penicillium
B9J08_002421	566	68.2	3680	sec; secp; yjm; exchange; factor; transport; guanylnucleotide; nucleotide; guanine; penicillium
B9J08_002422	446	38.9	219	stm; ribosome; associated; telomere; penicillium; suppressor; stmp; partial; elicitor; rhizopus
B9J08_002423	493	40	728	stb; sin; binding; stbp; penicillium; fusarium; pseudogymnoascus; conserved; yjm; colletotrichum
B9J08_002424	500	787	1578	dna; replication; licensing; factor; mcm; maintenance; minichromosome; cell; division; control
B9J08_002425	503	49.7	408	partial; domain; penicillium; conserved; fusarium; colletotrichum; pseudogymnoascus; mdraft; duf; dnabinding
B9J08_002426	125	37.7	202	thop; yjm; tho; lachancea; hanseniaspora; guilliermondii; conserved; zygosaccharomyces; paenibacillus; meyerozyma
B9J08_002427	500	209	780	dioxygenase; alphaketoglutaratedependent; taurine; sulfonate; catabolism; jlpp; tauddomaincontaining; family; taud; tfda
B9J08_002428	501	71.6	1803	aminopeptidase; penicillium; peptidase; glutamyl; fusarium; family; pseudogymnoascus; colletotrichum; hydrolase; oxysporum
B9J08_002429	500	669	1011	asparagine; synthetase; glutaminehydrolyzing; synthase; asnp; penicillium; asn; fusarium; pseudogymnoascus; yjm
B9J08_002430	500	101	550	proteasome; subunit; regulatory; nonatpase; rpn; particle; penicillium; homolog; family; partial
B9J08_002431	500	75.5	451	vacuolar; sortingassociated; vps; complex; homolog; subunit; escrti; escrt; penicillium; like
B9J08_002432	366	40.4	694	arrestin; domain; domaincontaining; penicillium; family; conatining; pseudogymnoascus; colletotrichum; vkm; partial
B9J08_002433	500	52.4	523	oxoalphasteroid; dehydrogenase; polyprenol; reductase; dfg; drosophila; penicillium; fusarium; pseudogymnoascus; dfgp
B9J08_002434	514	42	1172	transporter; mfs; facilitator; major; superfamily; domaincontaining; resistance; tetracycline; efflux; isoform
B9J08_002435	501	311	956	permease; purinecytosine; fcyp; yjm; fcy; penicillium; ncs; fcyb; transporter; nucleoside
B9J08_002436	502	41.2	423	nadhubiquinone; oxidoreductase; subunit; kda; penicillium; pseudogymnoascus; colletotrichum; complex; var; partial
B9J08_002437	503	38.9	412	membrane; mpvpmp; family; fusarium; sym; vacuolar; oxysporum; integral; penicillium; pseudogymnoascus
B9J08_002438	41	36.6	413	cyberlindnera; komagataella; cicc; intermedia; bicuspidata; debaryomyces; farinosa; millerozyma; piso; wickerhamomyces
B9J08_002439	500	88.2	500	biosynthesis; ubiquinone; coq; mitochondrial; partial; rpsudivergently; transcribed; penicillium; fusarium; isoform
B9J08_002440	500	74.3	234	prefoldin; subunit; beta; penicillium; complex; partial; like; betalike; gim; related
B9J08_002441	99	37	337	ugxp; lachancea; yjm; ugx; kudriavzevii; pichia; zygosaccharomyces; kluyveromyces; conserved; eremothecium
B9J08_002442	500	72.4	368	preli; domaincontaining; mitochondrial; msfdomaincontaining; isoform; prelilike; mitochondriallike; ups; partial; sorting
B9J08_002443	504	334	1052	permease; amino; acid; yjm; general; aminoacid; gap; bapp; gnpp; agpp
B9J08_002444	555	41.2	1212	mam; duf; domain; dufdomaincontaining; mamp; penicillium; yjm; fusarium; pseudogymnoascus; domaincontaining
B9J08_002445	590	41.6	1066	kinase; serinethreonineprotein; hal; pkinasedomaincontaining; partial; yjm; fusarium; oca; nitrogen; permease
B9J08_002446	501	52.8	992	duf; domain; dufdomaincontaining; transmembrane; partial; fusarium; penicillium; organic; solute; transporter
B9J08_002447	107	40	640	aimp; inheritance; mitochondria; mitochondrial; yjm; lachancea; altered; yjlc; zygosaccharomyces; flags
B9J08_002448	947	41.6	1524	factor; transcription; yjm; asgp; activator; transcriptional; penicillium; stress; fusarium; fungal
B9J08_002449	504	116	663	gtp; cyclohydrolase; partial; penicillium; pseudogymnoascus; fusarium; probable; colletotrichum; vkm; debaryomyces
B9J08_002450	500	251	452	oxidoreductase; subunit; nadhubiquinone; kda; mitochondrial; nadhquinone; nadh; dehydrogenase; ubiquinone; ironsulfur
B9J08_002451	515	46.6	3016	transporter; cdr; abc; resistance; multidrug; pdrp; yjm; cassette; drug; pleiotropic
B9J08_002452	502	44.7	1635	degradationenhancing; alphamannosidaselike; hydrolase; glycoside; isoform; family; partial; mnlp; yjm; alphamannosidase
B9J08_002453	501	92.8	763	aminotransferase; acid; amino; branchedchain; branchedchainaminoacid; cytosolic; transaminase; batp; penicillium; mitochondrial
B9J08_002454	500	222	677	calciumbinding; like; isoform; molike; partial; binding; calcium; sinocyclocheilus; poecilia; equus
B9J08_002455	505	76.6	1291	vacuolar; vps; sorting; proteinsortingassociated; escrtii; complex; subunit; vpsp; fusarium; vpsdomaincontaining
B9J08_002456	500	428	1288	transporter; urea; active; symporter; family; colletotrichum; penicillium; sodium; durp; pseudogymnoascus
B9J08_002457	500	1301	3760	urea; carboxylase; serratia; amidolyase; marcescens; durp; pectobacterium; yjm; fusarium; carotovorum
B9J08_002458	505	39.7	779	histone; acetyltransferase; subunit; type; catalytic; hat; acylcoa; nacyltransferase; hatp; partial
B9J08_002459	500	294	527	chain; long; sphingolipid; baseresponsive; pil; lsp; penicillium; lachancea; cell; component
B9J08_002460	501	43.9	1032	rec; meiotic; radrec; recp; terminal; yjm; recombination; like; fusarium; penicillium
B9J08_002461	500	94	325	transfer; phosphatidylglycerolphosphatidylinositol; phosphatidylglycerol; precursor; phosphatidylinositol; penicillium; metarhizium; pseudogymnoascus; partial; arsef
B9J08_002462	501	133	1871	transporter; sulfate; family; fusarium; penicillium; vacuolar; related; pseudogymnoascus; oxysporum; yjm
B9J08_002463	504	53.1	1615	carboxypeptidase; glutamate; vacuolar; sortingassociated; fusarium; vpsp; penicillium; exopeptidase; zndependent; yjm
B9J08_002464	543	41.2	543	iron; permease; transporter; ftr; membrane; plasma; highaffinity; family; fthp; yjm
B9J08_002465	500	266	1241	transporter; yjm; siderophore; iron; sit; mfs; fusarium; arnp; lachancea; gexp
B9J08_002466	554	42	943	domain; budp; fusarium; yjm; penicillium; bud; aberrant; elongation; tea; tip
B9J08_002467	617	42	1835	transportin; isoform; transportinlike; beta; importin; subunit; drosophila; arm; repeatcontaining; partial
B9J08_002468	500	44.3	254	phosphatidylinositol; subunit; nacetylglucosaminyltransferase; pigp; pigpdomaincontaining; isoform; class; partial; glycan; meiotically
B9J08_002469	511	43.5	2270	carbamoylphosphate; synthase; large; argininespecific; chain; subunit; penicillium; synthetase; pseudogymnoascus; fusarium
B9J08_002470	500	156	562	nsf; attachment; sec; vesicularfusion; alphasoluble; betasoluble; soluble; isoform; penicillium; pseudogymnoascus
B9J08_002471	44	33.5	133	lachancea; bicuspidata; cicc; intermedia; debaryomyces; wickerhamomyces; cyberlindnera; product; unnamed; conserved
B9J08_002472	239	37.4	382	nnf; kinetochore; complex; mind; component; kinetochoreassociated; colletotrichum; nnfdomaincontaining; lachancea; pole
B9J08_002473	500	68.2	547	ribosomal; legionella; bacterium; mitochondrial; subunit; multispecies; small; desulfovibrio; mrps; campylobacter
B9J08_002474	500	167	787	synthase; pseudouridylate; rna; domaincontaining; pseudouridine; family; rlua; drap; isoform; deaminase
B9J08_002475	187	40.4	1984	aquarius; intronbinding; plasmodium; dead; superfamily; helicases; domaincontaining; falciparum; isoform; trichoderma
B9J08_002476	848	40.4	677	gata; factor; zinc; transcription; finger; type; gatabinding; eukaryote; asd; areb
B9J08_002477	500	671	1137	phosphoglucomutase; pgmp; yjm; penicillium; pseudogymnoascus; fusarium; colletotrichum; pgmphosphoglucomutase; oxysporum; vkm
B9J08_002478	500	389	880	aminotransferase; aspartate; mitochondrial; isoform; mitochondriallike; precursor; penicillium; transaminase; transferase; fusarium
B9J08_002479	500	151	582	quinone; oxidoreductase; reductase; nadphquinone; nadpbinding; penicillium; dehydrogenase; fusarium; ztap; pseudogymnoascus
B9J08_002480	500	518	1076	hxtp; yjm; transporter; hexose; hxt; sugar; lachancea; galp; glucose; kudriavzevii
B9J08_002481	501	558	1072	hxtp; yjm; transporter; hexose; hxt; glucose; lachancea; sugar; galp; family
B9J08_002482	500	129	604	nucleolus; nucleolar; rrna; penicillium; pseudogymnoascus; fusarium; yjm; conserved; hyjmb; upf
B9J08_002483	584	41.2	1204	helicase; rna; atpdependent; mak; makp; containing; hydrolase; nucleoside; ploop; triphosphate
B9J08_002484	500	593	817	factor; release; chain; peptide; subunit; eukaryotic; erfarf; isoform; penicillium; erf
B9J08_002485	500	270	943	family; lemcdc; cdc; lem; yjm; cell; division; membrane; lachancea; meiotically
B9J08_002486	7	37	253	abc; plasmodium; transporter; vivax; family; member; glycolicus; terrisporobacter; sal; mauritania
B9J08_002487	910	68.2	2119	kinase; stestecdc; seph; cell; division; control; cytokinesis; cdc; fusarium; penicillium
B9J08_002488	503	45.8	728	factor; biogenesis; peroxisomal; peroxisome; peroxin; pex; penicillium; amino; terminal; biosynthesis
B9J08_002489	772	44.7	1829	kinasebinding; mitogenactivated; repeat; isoform; like; domain; containing; partial; repeatlike; repeatcontaining
B9J08_002490	610	40.4	944	uuu; trisnrnpassociated; sart; snup; yjm; family; partial; snrnp; snu; isoform
